exact_match,f1_score,time,step,dataset_id
0,0.0,8.307462930679321,0,5ae2c6bf554299492dc91c6c
0,0.5,7.799144268035889,0,5a7e96f655429934daa2fc39
0,0.6666666666666666,8.983675956726074,0,5abdf68c5542993f32c2a06b
0,0.0,15.462234735488892,0,5abef8fd5542990832d3a111
0,0.0,16.85041046142578,0,5a72644b5542997f8278399a
0,0.0,10.231508016586304,0,5a73cbe4554299623ed4ac5f
0,0.1999999999999999,8.279047727584839,0,5a70f39c5542994082a3e429
0,0.0275862068965517,40.66705298423767,1,5a72ac8a5542992359bc3164
0,0.0377358490566037,7.71469783782959,0,5abd38285542993062266c19
0,0.0,7.775298118591309,0,5ae32eca5542994393b9e640
0,0.0638297872340425,26.283507108688354,1,5a7e02e05542995ed0d1667c
0,0.0,30.38479971885681,1,5aba5dfd55429955dce3edf0
0,0.0833333333333333,18.860881090164185,0,5a8e3f2d5542995a26add48f
0,0.15,23.517546892166138,0,5ab28b395542993be8fa9941
0,0.0,58.9376916885376,5,5a80ecea55429938b6142254
0,0.0,13.194855451583862,0,5adc035c554299438c868d04
0,0.0,83.99179220199585,5,5a851cc85542997b5ce3ffa3
0,0.0,87.53071689605713,5,5ab7f78f5542991d322237e6
0,0.0,78.50517296791077,5,5a722fae55429971e9dc9343
0,0.0,137.12461376190186,5,5ae3cd685542990afbd1e1de
0,0.0,120.15717768669128,5,5a8a0cb75542992d82986e7d
0,0.0,112.30308175086977,5,5ab3d2b7554299233954ffb8
0,0.6666666666666666,113.48409080505373,5,5ae2661d554299495565da60
0,0.1818181818181818,124.561705827713,5,5a72429355429971e9dc9375
0,0.0,127.50085592269896,5,5ac21bac5542991316484bf2
0,0.0,119.01198625564577,3,5adf33965542993344016c20
0,0.0,149.82264971733093,3,5ac43530554299204fd21f0a
0,0.0,35.47427582740784,0,5a77671255429966f1a36d21
0,0.0533333333333333,93.58736634254456,1,5a7e035d5542997cc2c474f6
0,0.0,300.74789547920227,5,5ac44813554299194317396b
0,0.0,235.10849618911743,5,5add4f3a5542997545bbbd2c
0,0.0,179.02184915542605,3,5a7137dc5542994082a3e68a
0,0.0,113.20696449279784,1,5a8911dd554299515336129d
0,0.0,46.87564849853516,0,5a8ba60b554299240d9c205b
0,0.0,272.4721827507019,5,5a8e296f554299068b959e71
0,0.0,238.34799528121948,5,5ac199955542994ab5c67d8c
0,0.0,239.0451250076294,5,5a86265f55429960ec39b625
0,0.0,231.91024231910703,5,5a8e4b7c5542990e94052ab7
0,0.0,92.61428833007812,1,5a7cb9b95542990527d55515
0,0.0,56.40349650382996,0,5a7b76225542997c3ec9719c
0,0.0,49.54844808578491,0,5a77c15f5542997042120b1c
0,0.0,1.0112082958221436,1,5ac270025542990b17b15390
0,0.0,85.784827709198,1,5ab865195542990e739ec8e3
0,0.0,232.6689400672913,5,5ab3b0bf5542992ade7c6e39
0,0.0,223.56436347961423,5,5ae0c9dd5542993d6555ec69
0,0.0,221.40349817276,5,5a80ef1555429938b614225e
0,0.0,239.7915961742401,5,5a7eacd855429930675135c3
0,0.0,233.43941617012024,5,5ae785685542994a481bbd47
0,0.0,104.53241038322447,1,5ab587ad5542992aa134a34b
0,0.0,244.31808018684387,5,5a7f5ab65542995d8a8dde43
0,0.0,223.76847887039185,5,5a7b1023554299042af8f6c2
0,0.0,211.4216344356537,5,5ac540365542994611c8b470
0,0.0,221.77308583259585,5,5a7cd7f055429909bec7683e
0,0.0,234.5470645427704,5,5ae69e6d5542996d980e7c62
0,0.0,229.9365692138672,5,5ab5b0f75542992aa134a38c
0,0.0,227.0466108322144,5,5ae497f15542995ad6573db8
0,0.0,226.82247853279117,5,5a8d4fbf5542994ba4e3dc68
0,0.0,222.7788460254669,5,5adc8977554299438c868de2
0,0.0,226.60647821426392,5,5ae0f6f5554299422ee99583
0,0.0363636363636363,223.1420295238495,5,5ac2927b5542996366519a17
0,0.0,224.4801001548767,5,5a86ed6155429960ec39b6d9
0,0.0,212.8374130725861,5,5a85dfcc5542994775f60673
0,0.0,212.5086305141449,5,5ae13e205542997b2ef7d157
0,0.0,212.75917387008667,5,5adbd70c55429947ff173843
0,0.0,212.6335895061493,5,5a8ae5d355429970aeb70325
0,0.0,213.174418926239,5,5ae535bc55429960a22e0260
0,0.0,212.2355687618256,5,5a78e9a2554299148911f995
0,0.0,212.29389548301697,5,5ac17c865542994ab5c67d6a
0,0.1333333333333333,211.47882747650144,5,5a89761d5542995153361310
0,0.0,212.7470498085022,5,5a7768cb5542993569682d88
0,0.0,220.5364329814911,5,5ae71c4c554299572ea546ee
0,0.0,212.400221824646,5,5abd82dc5542993062266cb6
0,0.0,212.4890854358673,5,5a80870d5542992bc0c4a752
0,0.0,217.679811000824,5,5a79257b55429974737f79a7
0,0.0,214.3616850376129,5,5ae7eb43554299540e5a5695
0,0.0,211.82581496238708,5,5ac213805542992f1f2b37e7
0,0.0,211.59988832473755,5,5a7652435542992d0ec060a5
0,0.0,215.8048520088196,5,5ae5e852554299546bf82fb8
0,0.0,212.15928411483765,5,5ac3ba1855429939154138f3
0,0.0,211.8600630760193,5,5ab6c63755429953192ad38b
0,0.0,215.41098999977112,5,5ae0f8a05542997b2ef7d0bc
0,0.0,211.6311585903168,5,5a712af15542994082a3e614
0,0.0,212.8594274520874,5,5ac00278554299012d1db56b
0,0.0,215.70066452026367,5,5ab5ac345542992aa134a37f
0,0.0,0.5481045246124268,1,5a8efb5a55429918e830d172
0,0.0,212.23148369789124,5,5a8a39b355429930ff3c0d13
0,0.0,212.84430623054504,5,5a8675b1554299211dda2b44
0,0.0,212.98349952697757,5,5a7109e95542994082a3e4fa
0,0.0,212.36228847503665,5,5a7b40cd5542995eb53be8d4
0,0.0,215.45388984680176,5,5a79caad5542994f819ef09f
0,0.0,213.8662977218628,5,5a80de9b55429938b6142226
0,0.0,211.88048648834229,5,5ac2660d55429951e9e685a1
0,0.0,210.5605664253235,5,5a8796f75542996e4f308865
0,0.0,210.82842540740967,5,5a750d315542996c70cfae84
0,0.0,208.44133520126343,5,5a8f6fbf5542992414482acd
0,0.0,211.7507963180542,5,5a727ca45542994cef4bc2d8
0,0.0,209.69607210159305,5,5ac42a64554299076e296d7b
0,0.0,210.4232132434845,5,5aba8d4655429901930fa82b
0,0.0,210.8780362606049,5,5abfea825542994516f45527
0,0.0,0.5049207210540771,1,5ab681ea55429953192ad2e0
0,0.0,209.4288947582245,5,5ae077805542993d6555eb6e
0,0.0,207.8523030281067,5,5a7cf29255429909bec768b8
0,0.0,208.54792594909668,5,5ae1b943554299492dc91b7f
0,0.0,207.68854641914368,5,5a78c235554299078472775d
0,0.0,209.09768319129944,5,5a89cde555429946c8d6e9c4
0,0.0,211.56101083755493,5,5ae21154554299495565d9d4
0,0.0,210.3161699771881,5,5ae113de55429901ffe4ad51
0,0.4,0.9194128513336182,1,5a7271525542997f827839d0
0,0.0,208.99934124946597,5,5a7f660555429969796c1a2e
0,0.0,210.2170753479004,5,5a8d02cc554299441c6b9fb6
0,0.0,207.49337577819824,5,5ae153915542990adbacf752
0,0.0,210.64805555343628,5,5a82626655429966c78a6a08
0,0.0,208.6072759628296,5,5a7cb8bc554299452d57b9be
0,0.0,208.995950460434,5,5a7b116a554299042af8f6c4
0,0.0,209.11356592178345,5,5abe765a55429976d4830b1f
0,0.0,207.33544373512268,5,5ab8f4ee5542991b5579f091
0,0.0,208.8733093738556,5,5ae75a4c5542997b22f6a6f1
0,0.0,208.6986598968506,5,5a74702555429929fddd8428
0,0.0,206.740473985672,5,5adefdd75542995ec70e8f4e
0,0.0,206.71509408950809,5,5ae5fa38554299546bf82ff1
1,1.0,0.5288999080657959,1,5a83a31c554299123d8c2179
0,0.0,206.67031455039975,5,5ac2a41e55429967731025d0
0,0.0,206.08228611946103,5,5ac1928655429964131be234
0,0.0,205.10603713989255,5,5a84b9c95542997b5ce3ff35
0,0.0,204.29019165039065,5,5ae50c345542993aec5ec11f
0,0.0,204.3938856124878,5,5ae1e4095542997283cd22bf
0,0.0,202.96905660629272,5,5ac272f95542992f1f2b38d3
0,0.0,203.32022857666016,5,5a8a575a554299515336136e
0,0.0,206.52457904815677,5,5adef1b35542993a75d263af
0,0.0,203.5622980594635,5,5ab56b9b5542997d4ad1f113
0,0.0,203.81928634643555,5,5ab973b35542996be20204fd
0,0.0,204.89325618743896,5,5a7bbee85542997c3ec97270
0,0.0,204.58487963676453,5,5a7166395542994082a3e814
0,0.0,203.48511385917664,5,5ac1620855429964131be1bc
0,0.0,203.33660435676572,5,5abc184a5542993a06baf863
0,0.0,203.5479826927185,5,5a82d71555429966c78a6a94
0,0.0,207.47969484329224,5,5ae0a54e5542993d6555ebdd
0,0.0,204.52164602279663,5,5ae3df6e5542992e3233c48e
0,0.0,202.23393177986145,5,5ab5820e554299488d4d99c3
0,0.0,202.8524250984192,5,5ab4396555429942dd415eed
0,0.0,203.8198130130768,5,5ab8261655429934fafe6cf1
0,0.0,203.8070101737976,5,5ae320f855429928c4239620
0,0.0,202.66006875038147,5,5abc6c2655429959677d6aac
0,0.0,203.6174354553223,5,5ac02d59554299294b218f3b
0,0.0,208.55259943008423,5,5a728f745542991f9a20c4e6
0,0.0,202.70324683189392,5,5ae446175542995ad6573d1f
0,0.0,202.7449522018433,5,5a7b215f55429931da12c9e3
0,0.0,205.85266137123108,5,5abe80a855429976d4830b43
